"Uid","Installed_At","Connection_Type","Cpu_Type","Network_Type","Device_Manufacturer","ISP","Country","Country_Subdivision","City","Postal_Code","Language","Device_Name","Device_Type"
"24CC6E6BA192D1A1EEB320E77F0BF2EE","1608868973","Cellular","arm64-v8a","0","Realme","Airtel","in","Karnataka","Bengaluru","560002","en","XT","phone"
"2762F8FB0C406E59DC9D665A4CCEE468","1608869117","Cellular","armeabi-v7a","0","Tecno","Jio","in","Bihar","Patna","800001","en","TECNOKD7h","phone"
"0CF35DBD42AC7013E1A295B5C8E78B0A","1608869225","Cellular","arm64-v8a","0","Xiaomi","Idea Cellular","in","Tamil Nadu","Chennai","600012","en","MiA3","phone"
"E829EB3C5A9890718794301564007D91","1608869281","Cellular","arm64-v8a","13","vivo","Vodafone India","in","Tamil Nadu","Salem","636007","en","vivo1820","phone"
"5BF3652D06CFAF7E811416F1647E597F","1608869379","Cellular","arm64-v8a","13","Oppo","Jio","in","National Capital Territory of Delhi","New Delhi","110008","en","A5s","phone"
"CCACBDB3B6A49FC83032FB827D57DB23","1608869642","Cellular","arm64-v8a","0","HMD Global","Airtel","in","Bihar","Muzaffarpur","843113","en","Nokia3.1","phone"
"45F9B8EF98DE2038D6D07F938159422F","1608869949","Cellular","arm64-v8a","13","Oppo","Airtel","in","Assam","Guwahati","781005","en","A12","phone"
"97E7056130DDED684B9FD9441B1B8DE1","1608870096","Cellular","armeabi-v7a","13","Xiaomi","Airtel","in","National Capital Territory of Delhi","New Delhi","110008","en","RedmiY2","phone"
"D50665FB8B20447E0EDD15871BB8760B","1608870195","Cellular","arm64-v8a","13","Xiaomi","Jio","in","Rajasthan","Jaipur","302012","hi","Redmi8","phone"
"331C85151C02A1E6338BB70153665393","1608870359","Cellular","armeabi-v7a","13","vivo","Jio","in","Gujarat","Ahmedabad","380059","en","vivoY21L","phone"
"088602CBA7EC210864FD55CF4EF81F6A","1608870564","Cellular","arm64-v8a","0","Lenovo","Jio","in","Odisha","Bhubaneswar","752116","en","K900T","phone"
"BE90EB0D9D2BA2555E2CE7979D20C0AA","1608870553","Cellular","arm64-v8a","13","Asus","Airtel","in","Rajasthan","Jodhpur","342001","en","ZenFoneMax(M2)","phone"
"EFBB3F2EB85646F7C145CBD1225E82A1","1608870846","Cellular","arm64-v8a","0","Vivo","Jio","in","Assam","Guwahati","781012","en","Y20","phone"
"A6E96C9B00BACFA04B1C1F0C3CC543E0","1608870932","Cellular","arm64-v8a","0","Samsung","Airtel","in","Bihar","Muzaffarpur","844127","en","GalaxyM30s","phone"
"11F32BD1664CE4D42A9DFEBB611BAA5D","1608871193","Cellular","arm64-v8a","0","Samsung","Jio","in","Gujarat","Ahmedabad","380001","en","GalaxyA7(2018)","phone"
"0181978D33B23101EA5B19DDB88AA6ED","1608871224","Cellular","arm64-v8a","13","Xiaomi","Vodafone India","in","Haryana","Gurgaon","122001","en","MIMAX2","phone"
"9B70BF1C6E5D3E4B7DE213C087E6E972","1608871286","Cable/DSL","arm64-v8a","0","Xiaomi","Jio","in","Madhya Pradesh","Bhopal","462101","en","POCOX2","phone"
"16E40CD66B67AB2D5423586917D17DFA","1608871354","Cable/DSL","arm64-v8a","0","OnePlus","Digital Network Associates Pvt","in","Maharashtra","Palghar","401402","en","ONEPLUSA5010","phone"
"B65718702B9F6A27527F570248478313","1608871555","Cellular","arm64-v8a","13","vivo","Airtel","in","Karnataka","Bengaluru","560002","en","vivo1713","phone"
"AAAA7F65E79A2E379613938E371E6E0A","1608871636","Cellular","arm64-v8a","13","vivo","Airtel","in","Telangana","Hyderabad","500025","en","vivo1820","phone"
"901EEC3821C2227AFFCC7F6FE645C264","1608871927","Cellular","arm64-v8a","0","Xiaomi","Airtel","in","Uttar Pradesh","Lucknow","226004","en","RedmiNote3","phone"
"45FF24910016743949985F0F996585F4","1608872072","Cellular","armeabi-v7a","13","Xiaomi","Jio","in","Uttar Pradesh","Lucknow","226004","en","Redmi6","phone"
"022B10A0F19601004E4EBD8F7FD4CD10","1608872180","Cellular","arm64-v8a","13","vivo","Jio","in","National Capital Territory of Delhi","Delhi","110054","en","vivo1901","phone"
"35117594C9EA88EA4674D43681AB35C3","1608872241","Cellular","arm64-v8a","0","Realme","Jio","in","Gujarat","Ahmedabad","380007","en","C12","phone"
"FDDFCF0884AEA3EC958F46D5DAE5CC9E","1608328969","Cellular","arm64-v8a","0","Xiaomi","Jio","in","Uttar Pradesh","Lucknow","226004","en","RedmiNote7","phone"
"873F43229C582FFC1DD080A8AEB6A0F7","1608331201","Cellular","arm64-v8a","13","INFINIX MOBILITY LIMITED","Jio","in","Assam","Guwahati","781025","en","InfinixX660","phone"
"05D79733EDF64E7BA3014F64019DB87D","1607906067","Cellular","armeabi-v7a","13","Samsung","Jio","in","Uttar Pradesh","Lucknow","226016","en","GalaxyJ7Prime","phone"
"F65421E51DD2867F6A9067CEBED9B5E7","1607907446","Cellular","arm64-v8a","13","vivo","Jio","in","West Bengal","Kolkata","700028","en","vivo1803","phone"
"325AEDC4DAD816B4325C5A69D9E75C50","1606982346","Cellular","arm64-v8a","13","Oppo","Jio","in","Telangana","Hyderabad","500025","en","A7","phone"
"67E302116B0DADB4B107E910B238213F","1606982314","Cellular","armeabi-v7a","18","Xiaomi","Jio","in","Tamil Nadu","Chennai","600004","en","9A","phone"
"5EBAC04FEECD06749C3C118FD983F219","1606982972","Cellular","armeabi-v7a","13","itel","Jio","in","Maharashtra","Pune","411006","en","itelA44","phone"
"3FD71DEE064E11B6112D50B1FD34BC29","1606983004","Cellular","arm64-v8a","13","Huawei","Jio","in","West Bengal","Kolkata","700034","en","Honor20i","phone"
"D38D11C1AC921EB3C2AEA378A75DF03B","1606983239","Cellular","armeabi-v7a","13","Samsung","Jio","in","Rajasthan","Jaipur","302001","en","GalaxyJ7Prime2","phone"
"077D0C8721B62793A30BC58A982233ED","1606983812","Cellular","arm64-v8a","13","Realme","Jio","in","West Bengal","Kolkata","700014","en","X2","phone"
"F12A24C91844A5184D1F1509817D01F9","1606984026","Cellular","armeabi-v7a","13","Samsung","Jio","in","Gujarat","Ahmedabad","380007","gu","GalaxyOn5","phone"
"E7F348EE7F9BE38FA1662D2A8CBB31E5","1606984311","Cellular","arm64-v8a","13","Xiaomi","Jio","in","Punjab","Ludhiana","141120","en","POCOF1","phone"
"D6AED48C9C0F04412752B6E27836BFEE","1606984458","Cellular","arm64-v8a","13","Oppo","Jio","in","Telangana","Hyderabad","500025","en","F11Pro","phone"
"A6AC4F8DD3DE10FE1368D60A282DAE7E","1606983770","Cellular","armeabi-v7a","13","Samsung","Vodafone India","in","National Capital Territory of Delhi","New Delhi","110003","en","GalaxyJ7Duo","phone"
"FB22B3381BE37DD53C851439E920DF8F","1606984626","Cellular","arm64-v8a","13","vivo","Airtel","in","Rajasthan","Jaipur","302001","en","vivo1726","phone"
"3BBB1076E16EFCE3721F18675E96235C","1606984677","Cellular","arm64-v8a","13","Xiaomi","Jio","in","Uttar Pradesh","Lucknow","226007","en","Redmi5","phone"
"8B158085FF202F438A2AAD8402B6AE5C","1606984498","Cellular","arm64-v8a","13","Oppo","Vodafone India","in","West Bengal","Kolkata","700059","en","Reno3Pro","phone"
"0DAEABCEBC4B4DFB06623E31DDA865CD","1606984724","Cellular","arm64-v8a","13","Realme","Airtel Broadband","in","Karnataka","Mysore","570009","en","Narzo","phone"
"0AA7016E4CEF39A06C16B42D2A470768","1607516565","Cellular","armeabi-v7a","13","Samsung","Jio","in","Uttar Pradesh","Lucknow","226003","en","GalaxyJ6","phone"
"F9ABB6AF40D473F317148888FA64AF75","1607516587","Cellular","arm64-v8a","13","vivo","Airtel","in","Rajasthan","Jaipur","302001","en","vivo1819","phone"
"F9E08383D370D46B424F20C897692F62","1607517579","Cellular","armeabi-v7a","13","Xiaomi","Jio","in","West Bengal","Kolkata","700063","en","Redmi6","phone"
"49B19D4B1B8E7996F10D0BEDBF3568FA","1607516814","Cellular","arm64-v8a","13","Xiaomi","Jio","in","Karnataka","Bengaluru","560002","en","RedmiNote5Pro","phone"
"91A1AEA6D69B438BEC03DE50865F743D","1607517590","Cellular","arm64-v8a","13","Xiaomi","Jio","in","Uttar Pradesh","Lucknow","226003","en","RedmiNote8","phone"
"91A1AEA6D69B438BEC03DE50865F743D","1607517590","Cellular","arm64-v8a","13","Xiaomi","Jio","in","Uttar Pradesh","Lucknow","226003","en","RedmiNote8","phone"
"A55A01926D7BC0BD8DFD92B4275BF92F","1608778734","Cellular","armeabi-v7a","13","Samsung","Airtel","in","Uttar Pradesh","Lucknow","226005","en","GalaxyJ7Prime","phone"
"E5CC2C78CE445AD58E127CEAEAE11B4D","1608778884","Cellular","arm64-v8a","13","Xiaomi","Vodafone India","in","Gujarat","Gandhidham","370201","en","Redmi8","phone"
"8A2F3420594998B62EF9D222E7EB13A3","1608779822","Cellular","arm64-v8a","0","Oppo","Jio","in","Maharashtra","Pune","411030","en","A53","phone"
"678438DA35DF1CD61215A096B59329FB","1608780897","Cellular","arm64-v8a","13","vivo","Jio","in","Madhya Pradesh","","","en","vivo1902","phone"
"3E3D3430358C60E5BF3637350D370B43","1608781575","Cellular","arm64-v8a","13","Oppo","Jio","in","Bihar","Patna","800002","en","A37","phone"
"EDA9638C02C60A7B56A2D93796972B8D","1608781635","Cellular","armeabi-v7a","13","Samsung","Idea Cellular","in","Rajasthan","Jaipur","303301","en","GalaxyA2Core","phone"
"62379D729C91EF85E3D08C27354D9C6E","1609116814","Cellular","arm64-v8a","0","Vivo","Airtel","in","Uttar Pradesh","Lucknow","226202","en","Y20","phone"
"3C4F45F37DB40388F2DE2B7B063C8563","1606993205","Cellular","arm64-v8a","13","Xiaomi","Jio","in","Bihar","Patna","800020","en","Redmi4","phone"
"A454790EFEEB66524368AC1DB5002B95","1606993260","Cellular","armeabi-v7a","13","Samsung","Idea Cellular","in","Haryana","Bhiwani","127029","en","GalaxyJ6","phone"
"3B21C399F1D604AFA309D136AD7722EE","1606994032","Cellular","arm64-v8a","13","Realme","Idea Cellular","in","Haryana","Bhiwani","127309","en","6i","phone"
"E55EDAF854FFDC141CC7B55C7C90B5D7","1606994069","Cellular","arm64-v8a","13","vivo","Jio","in","Maharashtra","Pune","411001","en","vivo1906","phone"
"A584F1D6088E2A43615B66B230101862","1606994475","Cellular","arm64-v8a","13","Oppo","Airtel","in","Bihar","Muzaffarpur","842001","en","Realme5s","phone"
"695517FBEE3307F8A6E7472FAE273DB7","1606994690","Cellular","armeabi-v7a","15","itel","Idea Cellular","in","Maharashtra","Mumbai","400070","hi","itelA41Plus","phone"
"2D25CEAF6F43082B68F8E519B49A5781","1606995064","Cellular","armeabi-v7a","13","Tecno","Jio","in","Rajasthan","Jaipur","302006","en","TECNOCB7","phone"
"348C4F85613B34104DAD96007418731F","1606995334","Cable/DSL","armeabi-v7a","0","iPro","Wish Net Private Limited","in","West Bengal","Kolkata","700014","en","Wave5.0","phone"
"A5189C257991B7939D95C372FD7C6D42","1606995370","Cellular","armeabi-v7a","13","Huawei","Airtel","in","Andhra Pradesh","Tadepalle","522501","en","Y7Prime","phone"
"F103ED80FE9E93E7CDB92172DD9A2C63","1606995443","Cellular","arm64-v8a","13","Samsung","Jio","in","Telangana","Hyderabad","500025","en","GalaxyA30s","phone"
"643A773E94ED110359F515CD21301481","1606995560","Cellular","armeabi-v7a","13","Samsung","Jio","in","West Bengal","Kolkata","700006","en","GalaxyJ2","phone"
"2E61C25248196C2B00A18FA93DB8E896","1606995710","Cellular","arm64-v8a","13","Xiaomi","Jio","in","Karnataka","Bengaluru","560002","en","Redmi5A","phone"
"5657FFD1EF3C67549D42640E3F5DE3B8","1606995833","Cellular","arm64-v8a","13","Xiaomi","Jio","in","Rajasthan","Jaipur","302016","en","RedmiNote7Pro","phone"
"8CEB20DFB2F199E68E9D1F71346A16BE","1606995571","Cellular","arm64-v8a","13","Realme","Idea Cellular","in","Madhya Pradesh","Bhopal","462038","en","7","phone"
"09272818B44772618FBA59BAF0A70E04","1606996420","Cellular","arm64-v8a","13","Oppo","Jio","in","Tamil Nadu","Chennai","600099","en","A53","phone"
"A67BC4647082F8F455183F91735375F8","1606996425","Cellular","arm64-v8a","13","Xiaomi","Airtel","in","Karnataka","Bengaluru","560002","en","RedmiNote7Pro","phone"
"5F1A48F545040A59F7FD14C54B476107","1606996527","Cellular","arm64-v8a","13","Oppo","Airtel","in","Kerala","Kozhikode","673004","en","A53","phone"
"4E4E2E40432799E5F3A20D2C3020BAC6","1606996697","Cellular","arm64-v8a","13","Huawei","Jio","in","West Bengal","Kolkata","700034","en","HonorEnjoy7A","phone"
"842EE5CF952A02FB754767EE870D9F95","1606996728","Cable/DSL","arm64-v8a","13","YU","RailTel Corporation Of India Ltd.","in","Uttar Pradesh","Bhadohi","221401","en","Yunicorn","phone"
"79B40AD85CEBAE808E33BBB7C182666A","1607822104","Cellular","arm64-v8a","13","vivo","Jio","in","Uttar Pradesh","Lucknow","226016","en","vivo1820","phone"
"C97882EDBE1FCC7F27B3E2E47154745E","1607824212","Cellular","arm64-v8a","13","Oppo","Jio","in","National Capital Territory of Delhi","New Delhi","110008","en","F7YouthEdition/A73s","phone"
"4F20FB7C681DFF87A3AF82F4C8619146","1607824424","Cellular","arm64-v8a","13","Xiaomi","Idea Cellular","in","Haryana","Panipat","132103","en","Redmi5","phone"
"B001086464E79B6655E52DF63E21F21E","1607824520","Cellular","arm64-v8a","13","Vivo","Airtel","in","Rajasthan","Jaipur","302016","en","Y20s","phone"
"C226289DD3006FB93CDA2D8A3B973496","1607320813","Cellular","arm64-v8a","13","INFINIX MOBILITY LIMITED","Vodafone India","in","West Bengal","Kolkata","700059","en","InfinixX650C","phone"
"938D678577DE7600EBEDA979CBDE75BD","1607321179","Cellular","arm64-v8a","13","Xiaomi","Jio","in","Odisha","Bhubaneswar","752116","en","RedmiNote9ProMax","phone"
"593F148410210E28F42D076F9F1558A0","1607321212","Cable/DSL","arm64-v8a","13","Samsung","ACT Fibernet","in","Karnataka","Bengaluru","560002","en","GalaxyA20s","phone"
"37692FC74CB343DB4772B9BA1CA0A77F","1607321279","Cellular","arm64-v8a","13","Realme","Jio","in","Himachal Pradesh","Hamirpur","174320","en","C2","phone"
"F70C07847C9EA01F68F8FBA2B3B84AAA","1607321325","Cellular","arm64-v8a","13","Realme","Airtel","in","Uttar Pradesh","Lucknow","226003","en","C15","phone"
"4119DC5E2D3AD16EF3F1067A5334DA25","1607321079","Cellular","arm64-v8a","13","Xiaomi","Jio","in","Assam","Guwahati","781016","en","RedmiNote9Pro","phone"
"064D07AC3107DC077FDBF82898D31A66","1607321710","Cellular","arm64-v8a","13","Realme","Airtel","in","Karnataka","Belgaum","590001","en","C3","phone"
"B9D4E164FE14852693E0E682AC358A14","1607322451","Cellular","arm64-v8a","13","vivo","Online Stock Trading Company","in","Manipur","Imphal","795140","en","vivo1804","phone"
"40501EF5B9CD9ABE2BC66D481DE2DA0D","1607322433","Cellular","arm64-v8a","13","Xiaomi","Jio","in","Assam","Guwahati","781016","en","RedmiNote9Pro","phone"
"E26213BDB0E2379CB2407EABF5BA2A0E","1607323017","Cellular","arm64-v8a","13","Realme","Jio","in","Tamil Nadu","Chennai","600004","en","C15","phone"
"CC95DE1CC7FCEAD847C83445C6DCEDD3","1607324245","Cellular","arm64-v8a","13","Oppo","BSNL","in","Kerala","Thrissur","680004","en","A5s","phone"
"9D920F6F2E680D751DD8108E0FE0F00F","1607324514","Cellular","armeabi-v7a","13","Samsung","Airtel","in","Kerala","Kozhikode","673004","en","GalaxyA2Core","phone"
"4A8E4B901693EFE94ABEC9AA36523EBA","1607325306","Cellular","arm64-v8a","13","Oppo","Jio","in","Rajasthan","Jaipur","302001","en","A37","phone"
"8E6C8403852AC5ACFF718F045E2F1C5F","1607325729","Cellular","armeabi-v7a","13","Spice","Jio","in","West Bengal","Kolkata","700034","en","SpiceK601","phone"
"ACD9960AEAE9BE4112788E0915315D41","1607326003","Cellular","arm64-v8a","13","vivo","Vodafone India","in","Kerala","Kozhikode","673004","en","vivo1938","phone"
"C70FC7AF3DCE7FF6102CFE84847412BA","1605667284","Cable/DSL","arm64-v8a","13","Hometech","Alliance Broadband Services Private Limited","in","West Bengal","Raiganj","733143","en","8MO4M","tablet"
"A959B10E039235CD3BC8D6E8FF510F87","1607259435","Cellular","arm64-v8a","13","vivo","Jio","in","Maharashtra","Pune","411009","en","vivo1803","phone"
"B82553354D9CDF1F54BC982ACDA7E280","1607327910","Cable/DSL","arm64-v8a","0","Samsung","Excitel","in","National Capital Territory of Delhi","Delhi","110054","en","GalaxyM21","phone"
"1C5EC4227B35D0E7126CC69257955761","1606956773","Cellular","armeabi-v7a","13","Xiaomi","Idea Cellular","in","Madhya Pradesh","Bhopal","462101","hi","9A","phone"
"A6C482A9BB4754C4351E4B87BC396138","1608278588","Cellular","arm64-v8a","13","Samsung","Vodafone India","in","Tamil Nadu","Madurai","625009","en","GalaxyM31","phone"
"F1AF09E948B7C249B507EFC5A451062F","1608279169","Cellular","arm64-v8a","13","Xiaomi","Airtel","in","Manipur","Imphal","795140","en","RedmiNote6Pro","phone"
"B58D59B34876B45688B1DCB142876CF7","1608279438","Cellular","arm64-v8a","13","vivo","Vodafone India","in","Rajasthan","Sikar","332001","en","vivo1935","phone"
"6A577D3BFF6B155FE2487E89A191B31C","1608279631","Cellular","arm64-v8a","13","Xiaomi","Jio","in","Uttar Pradesh","Lucknow","226005","en","RedmiNote7S","phone"
"7BB52B4896969873E801ABCF1311BF80","1608279680","Cellular","arm64-v8a","13","Xiaomi","Jio","in","Telangana","Hyderabad","500025","en","Redmi5A","phone"
"143AA471B70B63241EF933E93DD1C963","1608279770","Cellular","arm64-v8a","2","Xiaomi","Airtel","in","West Bengal","Kolkata","700006","en","RedmiY3","phone"
"2295A0589654396E6EF4143226D59F8D","1608280873","Cellular","armeabi-v7a","13","Comio","Jio","in","Rajasthan","Jaipur","302012","en","COMIOS1","phone"
"F16C2653D2F184F33D5D7854161224F6","1608280920","Cellular","arm64-v8a","13","Xiaomi","Jio","in","Rajasthan","Jaipur","302016","en","RedmiNote7","phone"
"D738733B947DA0DFF70FF4FDAF71A038","1608281312","Cellular","arm64-v8a","13","Xiaomi","Jio","in","Maharashtra","Pune","411006","en","Redmi8","phone"
"9D484AB6E89E02EEFFDC85B1B45D4A97","1608281429","Cellular","arm64-v8a","13","Xiaomi","Vodafone India","in","West Bengal","Kolkata","700059","en","Redmi4A","phone"
"08440B6EC08CC5ACB74C37F085925BE5","1607407143","Cellular","arm64-v8a","13","Oppo","Jio","in","Maharashtra","Pune","411037","en","F11Pro","phone"
"BFAFA2B4ED0F6CD0BEF6600FFCA628B3","1607407534","Cellular","arm64-v8a","13","vivo","Vodafone India","in","Rajasthan","Jaipur","302001","en","vivo1718","phone"
"4A14DDA152FDD8E7A73FA4596A99D8F1","1607408920","Cellular","armeabi-v7a","13","Xiaomi","Airtel","in","Bihar","Patna","800001","en","9","phone"
"E5231025AA1C0CD856169D8527B03EAE","1607409125","Corporate","armeabi-v7a","13","Xiaomi","Cloudflare Warp","sg","","Singapore","18","en","Redmi6","phone"
"352E8FEBE27CC8882927787FB70E064D","1607409382","Cellular","armeabi-v7a","13","Samsung","Jio","in","West Bengal","Kolkata","700040","en","GalaxyJ2","phone"
"CB6F23C7EC73EEDCF5413EC8F52A8B0B","1607409900","Cellular","arm64-v8a","13","Xiaomi","Airtel","in","Kerala","Chappanangadi","676503","en","RedmiNote8","phone"
"0499D61722A0070B991D2113A24FC002","1607410016","Cable/DSL","armeabi-v7a","10","Xiaomi","Syscon Infoway Pvt.","in","Maharashtra","Pune","411038","en","9","phone"
"9516C3108AEA7CD4CF5717746150945D","1607410455","Cellular","arm64-v8a","13","vivo","Jio","in","Gujarat","Ahmedabad","380001","en","vivo1723","phone"
"9BAD2CA0A661BDEBE732BB8435BB3C8D","1606993392","Cellular","arm64-v8a","13","vivo","Airtel","in","Rajasthan","Jaipur","302001","en","vivo1724","phone"
"60DC2570E22B75F48263858BCD512358","1606993554","Cellular","armeabi-v7a","13","Xiaomi","Jio","in","Karnataka","Bengaluru","560002","en","RedmiY2","phone"
"534B10149EE24A4127F64030EEC22B2E","1606993858","Cellular","armeabi-v7a","13","Xiaomi","Airtel","in","Andhra Pradesh","Tirupati","517101","en","Redmi8A","phone"
"97E65AEF8BA30564C0CC8E0DB333AC13","1606994295","Cellular","arm64-v8a","13","vivo","Jio","in","Madhya Pradesh","Raipur","462101","en","vivo1820","phone"
"5C80BBF72A79F15AF77B22340A477C10","1606994400","Cable/DSL","arm64-v8a","13","OnePlus","DEN Broadband","in","Uttar Pradesh","Saharanpur","247001","en","8T","phone"
"174A709F4EE1A827647D8AF9EFED90DC","1606994615","Cellular","arm64-v8a","13","Xiaomi","Jio","in","Tamil Nadu","Chennai","600042","en","Redmi8","phone"
"F39DDCE0F4E9A736268DBCE87BF5C55D","1606993385","Cellular","arm64-v8a","13","Oppo","Jio","in","Gujarat","Ahmedabad","382480","en","F11","phone"
"407E67D8857510AB560D5EC3211EE2A7","1606995517","Cellular","arm64-v8a","13","Realme","Jio","in","West Bengal","Kolkata","700034","en","C2","phone"
"A9DE88F9227143D430F15F1E1507FEA4","1606995915","Cellular","armeabi-v7a","13","vivo","Airtel","in","Rajasthan","Jaipur","302021","en","vivo1610","phone"
"CF9A2FD72144D293D3B7A7D13C1B5F2D","1606996304","Cellular","arm64-v8a","13","vivo","Airtel","in","Tamil Nadu","Salem","636003","en","vivo1915","phone"
"06BF4F9004438268E0D2CD5B3784FD83","1606996508","Cable/DSL","arm64-v8a","13","Realme","Excitel","in","Telangana","Hyderabad","500025","en","C3","phone"
"3DCD54BFEB5842F0D01FCD47E0803097","1609392743","Cellular","arm64-v8a","0","Oppo","Jio","in","Rajasthan","Jaipur","302016","hi","F1s","phone"
"41DD810C9682A630B7A96D543FDC8DCF","1605318250","Cellular","arm64-v8a","0","Vivo","Idea Cellular","in","Haryana","Sonipat","131001","en","Y20s","phone"
"349D18C68676D7F80D9220689167D50C","1609390889","Cellular","arm64-v8a","0","OnePlus","Jio","in","National Capital Territory of Delhi","Delhi","110054","en","Nord","phone"
"34152A926360FF49E55577672443EDC0","1609390903","Cellular","arm64-v8a","0","Xiaomi","Airtel","in","Bihar","Gaya","823001","en","RedmiNote9ProMax","phone"
"545386E6491EFD32363511BF9D0BCDD0","1609392841","Cable/DSL","arm64-v8a","0","Samsung","Juweriyah Networks Private Limited","in","Maharashtra","Mumbai","400070","en","GalaxyM21","phone"
"9C1445E7A28E2C2923014B95F3E98005","1609390943","Cellular","armeabi-v7a","0","Xiaomi","Jio","in","Rajasthan","Jaipur","302039","en","PocoC3","phone"
"5DA984377DEFFDC423B4F9CA15546720","1609392828","Cellular","arm64-v8a","13","Acer","Airtel","in","Kerala","Palakkad","678001","en","IconiaOne7","tablet"
"C367D52D9F1C6022BB4471BF099C0CCC","1609390999","Cellular","arm64-v8a","0","Xiaomi","Airtel","in","Rajasthan","Jaipur","302012","en","RedmiNote7S","phone"
"B0B1F4C69A049AD6585C58F17B911BAC","1609393072","Cellular","arm64-v8a","0","Realme","Jio","in","Karnataka","Bengaluru","560002","en","5Pro","phone"
"C156DFD319E44F8D789789E9288CAEA7","1609393246","Cellular","armeabi-v7a","13","Samsung","Jio","in","Karnataka","Bengaluru","560002","en","GalaxyJ7Duo","phone"
"6DD569DEC4DC696DFC990D2D33EA6EFA","1609393274","Cellular","armeabi-v7a","13","Samsung","Airtel","in","Tamil Nadu","Salem","636012","en","GalaxyJ2(2016)","phone"
"5A3E8CF70257755B3A626B625ECDDE4D","1609393343","Cellular","arm64-v8a","13","Huawei","Jio","in","Telangana","Hyderabad","500025","en","HonorEnjoy7A","phone"
"6D77821A564298BCD8449F99B62591B6","1609393333","Cellular","arm64-v8a","13","vivo","Airtel","in","Tamil Nadu","Chennai","600013","en","vivo1820","phone"
"52DF152877A25FF018EBB4D497782E95","1609393498","Cellular","arm64-v8a","13","Oppo","Airtel","in","Jharkhand","Ranchi","834009","en","A37","phone"
"1522364C66AEC9ADC80A45A805D2B6AC","1609390884","Cellular","armeabi-v7a","13","Samsung","Idea Cellular","in","Punjab","Ludhiana","141015","en","GalaxyOn5","phone"
"04F6D0B76A9EBA922C5CC91654DEA683","1609393672","Cable/DSL","arm64-v8a","13","Xiaomi","Jio","in","Tamil Nadu","Chennai","600093","en","RedmiNote8","phone"
"1627A4F77D2FDAD039ABFCD64949D423","1609393827","Cellular","arm64-v8a","0","vivo","Airtel","in","Telangana","Hyderabad","500025","en","vivo1917","phone"
"AC404B95B0086AC1B2DD007B44A7A090","1609393846","Cellular","arm64-v8a","0","Xiaomi","Vodafone India","in","Tamil Nadu","Madurai","625012","en","POCOX2","phone"
"576D17E89F4595CED79BC2B3BF5C50D5","1609393861","Cellular","armeabi-v7a","13","Motorola","Vodafone India","in","Maharashtra","Mumbai","400070","en","MotoG(3rdGen)","phone"
"1A80BB07FA6DE406D2E29B6FDA49850C","1609391909","Cellular","arm64-v8a","0","Xiaomi","Jio","in","Rajasthan","Jaipur","302004","en","Note9","phone"
"29AD1A7AF0DE7D5BD128FEE0F806DC88","1609393960","Cellular","arm64-v8a","0","Xiaomi","Railwire Station Wifi","in","Uttarakhand","Dehradun","248001","en","RedmiNote8","phone"
"F82ED3E56D84048E1CAEF5EECF5AD747","1609394148","Cellular","arm64-v8a","13","Xiaomi","Jio","in","Rajasthan","Jaipur","302001","en","RedmiNote5Pro","phone"
"0B0E4702CFEA25132039E95DC1A99494","1609392212","Cable/DSL","arm64-v8a","0","Samsung","Digital Satellite Connect Pvt","in","Maharashtra","Mumbai","400070","en","GalaxyM51","phone"
